,Unnamed: 0,id,subject_class_x,subject_id,object_class,object_id,context_class_x,context_id,created_at,description,action_template_id,value,is_hidden,ext_data,created_at_year,created_at_quarter,created_at_month,created_at_date,created_at_weekday,created_at_hour,subject_class_y,context_class_y,Категория,action_category,action
1047,100507,567498,Event,42706.0,User,127.0,Event,42706.0,1610438304,"Создана новая задача - Плановый визит. Ответственный: Annenkov, Aleksey. Автор: Annenkov, Aleksey. Клиент: <rb-link object=""Company"" text=""Ип глава КФХ Тумаков А.Н."" params=""{&quot;id&quot;:2747}""></rb-link>. Завершить не позднее: 17.11.2020.",24.0,,False,,2021,1,1,2021-01-12,2,10,Event,Event,Календарь,calendar,Создано новое событие календаря
1048,100495,567510,DealProduct,7141.0,User,68.0,Deal,4579.0,1610438948,"Dolmatov, Evgeny добавил 1 ед. товара <rb-link object=""Product"" text=""Прицепной опрыскиватель Maschio Gaspardo CAMPO 65-65AS (6500л)"" params=""{&quot;id&quot;:702,&quot;type&quot;:&quot;product&quot;}""></rb-link> в сделку - <rb-link object=""Deal"" text=""4579.Сделка с клиентом ООО Ведное"" params=""{&quot;id&quot;:4579,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",19.0,,False,,2021,1,1,2021-01-12,2,11,DealProduct,Deal,Сделка,deal,добавил товар в сделку
1049,100523,567482,Event,42692.0,User,159.0,Event,42692.0,1610437040,"Задача завершена - Встреча с представителем компании КФХ Чернозем. Передача документов на подпись. Ответственный: Zhigulskiy, Viktor. Автор: Zhigulskiy, Viktor. Клиент: <rb-link object=""Company"" text=""КФХ Чернозем"" params=""{&quot;id&quot;:780}""></rb-link>. Завершить не позднее: 11.01.2021.",50.0,,False,,2021,1,1,2021-01-12,2,10,Event,Event,Календарь,calendar,Завершено событие календаря
1050,100667,567338,Event,42699.0,User,158.0,Event,42699.0,1610429743,"Создана новая задача - Встреча. Переговоры по сеялке.. Ответственный: Syrovatskiy, Sergey. Автор: Syrovatskiy, Sergey. Клиент: <rb-link object=""Company"" text=""АПК ИНВЕСТ ООО"" params=""{&quot;id&quot;:5051}""></rb-link>. Завершить не позднее: 11.01.2021.",24.0,,False,,2021,1,1,2021-01-12,2,8,Event,Event,Календарь,calendar,Создано новое событие календаря
1054,100543,567462,DealActualStagePoint,161225.0,User,119.0,Deal,4319.0,1610436826,"Zakharov, Viktor, Руководитель отдела продаж, выбрал пункт чек-листа 2. Проверка наличия оригиналов договора (в УК в Химках или Липецке) в сделке №4319 - <rb-link object=""Deal"" text=""4319.Сделка с клиентом ЗАО Племенной завод &quot;Петровский&quot; (ЗАО Племенной завод &quot;Петровский&quot;) T7060 / T6090"" params=""{&quot;id&quot;:4319,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,10,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1055,100542,567463,DealActualStagePoint,161228.0,User,119.0,Deal,4319.0,1610436829,"Zakharov, Viktor, Руководитель отдела продаж, выбрал пункт чек-листа 5. Получение оплаты/постоплаты по сделке в сделке №4319 - <rb-link object=""Deal"" text=""4319.Сделка с клиентом ЗАО Племенной завод &quot;Петровский&quot; (ЗАО Племенной завод &quot;Петровский&quot;) T7060 / T6090"" params=""{&quot;id&quot;:4319,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,10,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1056,100541,567464,DealActualStagePoint,161229.0,User,119.0,Deal,4319.0,1610436834,"Zakharov, Viktor, Руководитель отдела продаж, выбрал пункт чек-листа 6. Проведение реализации (менеджер проектов в Коммуникации указывает дату и номер реализации по 1С) в сделке №4319 - <rb-link object=""Deal"" text=""4319.Сделка с клиентом ЗАО Племенной завод &quot;Петровский&quot; (ЗАО Племенной завод &quot;Петровский&quot;) T7060 / T6090"" params=""{&quot;id&quot;:4319,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,10,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1057,100540,567465,DealActualStagePoint,161230.0,User,119.0,Deal,4319.0,1610436835,"Zakharov, Viktor, Руководитель отдела продаж, выбрал пункт чек-листа 7. Запрос валидации Выигрыша на менеджера проектов в сделке №4319 - <rb-link object=""Deal"" text=""4319.Сделка с клиентом ЗАО Племенной завод &quot;Петровский&quot; (ЗАО Племенной завод &quot;Петровский&quot;) T7060 / T6090"" params=""{&quot;id&quot;:4319,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,10,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1060,100524,567481,Comment,59105.0,User,159.0,Event,42692.0,1610437040,"Zhigulskiy, Viktor создал новый комментарий ""Документы подписали, АПП и УПД"" в задаче - .",87.0,,False,,2021,1,1,2021-01-12,2,10,Comment,Event,Календарь,calendar,создал новый комментарий в событии календаря
1062,100535,567470,Event,42703.0,User,158.0,Event,42703.0,1610436915,"Создана новая задача - Звонок. Назначить встречу.. Ответственный: Syrovatskiy, Sergey. Автор: Syrovatskiy, Sergey. Клиент: <rb-link object=""Company"" text=""КФХ Чиховский Михаил Николаевич"" params=""{&quot;id&quot;:3194}""></rb-link>. Завершить не позднее: 18.01.2021.",24.0,,False,,2021,1,1,2021-01-12,2,10,Event,Event,Календарь,calendar,Создано новое событие календаря
1065,100531,567474,Event,42704.0,User,158.0,Event,42704.0,1610436988,"Создана новая задача - Работа в офисе.. Ответственный: Syrovatskiy, Sergey. Автор: Syrovatskiy, Sergey. Завершить не позднее: 11.01.2021.",24.0,,False,,2021,1,1,2021-01-12,2,10,Event,Event,Календарь,calendar,Создано новое событие календаря
1066,100530,567475,Comment,59103.0,User,159.0,Event,42691.0,1610437003,"Zhigulskiy, Viktor создал новый комментарий ""Отработано"" в задаче - .",87.0,,False,,2021,1,1,2021-01-12,2,10,Comment,Event,Календарь,calendar,создал новый комментарий в событии календаря
1067,100529,567476,Event,42691.0,User,159.0,Event,42691.0,1610437003,"Задача завершена - Офисный день, работа с документами .. Ответственный: Zhigulskiy, Viktor. Автор: Zhigulskiy, Viktor. Завершить не позднее: 11.01.2021.",50.0,,False,,2021,1,1,2021-01-12,2,10,Event,Event,Календарь,calendar,Завершено событие календаря
1069,100527,567478,Comment,59104.0,User,158.0,Event,42704.0,1610437011,"Syrovatskiy, Sergey создал новый комментарий ""Проведена работа в офисе."" в задаче - .",87.0,,False,,2021,1,1,2021-01-12,2,10,Comment,Event,Календарь,calendar,создал новый комментарий в событии календаря
1070,100526,567479,Event,42704.0,User,158.0,Event,42704.0,1610437012,"Задача завершена - Работа в офисе.. Ответственный: Syrovatskiy, Sergey. Автор: Syrovatskiy, Sergey. Завершить не позднее: 11.01.2021.",50.0,,False,,2021,1,1,2021-01-12,2,10,Event,Event,Календарь,calendar,Завершено событие календаря
1072,100494,567511,Deal,4579.0,User,68.0,Deal,4579.0,1610438997,"Dolmatov, Evgeny, Менеджер по продажам техники, изменил значение в поле ""Дата контрактации"" в сделке №4579 - <rb-link object=""Deal"" text=""4579.Сделка с клиентом ООО Ведное опрыск campo 6 куб"" params=""{&quot;id&quot;:4579,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 27.01.2021.",85.0,,False,,2021,1,1,2021-01-12,2,11,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
1074,100491,567514,DealActualStagePoint,161569.0,User,61.0,Deal,4327.0,1610439107,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 6. ИТОГ: клиент точно определился с моделью техники (возможно наша и/или техника конкурентов) в сделке №4327 - <rb-link object=""Deal"" text=""4327.Сделка с клиентом КФХ Толстенков Д.Б. СХ8.80"" params=""{&quot;id&quot;:4327,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,11,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1075,100461,567544,DealActualStagePoint,159453.0,User,68.0,Deal,4279.0,1610439960,"Dolmatov, Evgeny, Менеджер по продажам техники, выбрал пункт чек-листа 1. Отгрузка товара - контроль фактической доставки к клиенту в сделке №4279 - <rb-link object=""Deal"" text=""4279.Сделка с клиентом ИП Литвинов С.А Maxxum 140"" params=""{&quot;id&quot;:4279,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,11,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
